物品ID,物品名称,模型路径
49364,"星际科技大地指环 - 右","chara/accessory/a0107/model/c0101a0107_rir.mdl"
49364,"星际科技大地指环 - 左","chara/accessory/a0107/model/c0101a0107_ril.mdl"
49355,"星际科技大地腿套","chara/equipment/e0875/model/c0101e0875_dwn.mdl"
49362,"星际科技大地项环","chara/accessory/a0107/model/c0101a0107_nek.mdl"
49329,"星际科技工艺锤 - 主手","chara/weapon/w5301/obj/body/b0011/model/w5301b0011.mdl"
49329,"星际科技工艺锤 - 副手","chara/weapon/w5381/obj/body/b0002/model/w5381b0002.mdl"
49348,"星际科技巧匠上装","chara/equipment/e0876/model/c0101e0876_top.mdl"
49357,"星际科技巧匠单耳耳夹","chara/accessory/a0107/model/c0101a0107_ear.mdl"
49347,"星际科技巧匠头饰","chara/equipment/e0876/model/c0101e0876_met.mdl"
49350,"星际科技巧匠工作裤","chara/equipment/e0876/model/c0101e0876_dwn.mdl"
49351,"星际科技巧匠工作靴","chara/equipment/e0876/model/c0101e0876_sho.mdl"
49359,"星际科技巧匠手镯","chara/accessory/a0107/model/c0101a0107_wrs.mdl"
49349,"星际科技巧匠护臂","chara/equipment/e0876/model/c0101e0876_glv.mdl"
49360,"星际科技巧匠指环 - 右","chara/accessory/a0107/model/c0101a0107_rir.mdl"
49360,"星际科技巧匠指环 - 左","chara/accessory/a0107/model/c0101a0107_ril.mdl"
49358,"星际科技巧匠项环","chara/accessory/a0107/model/c0101a0107_nek.mdl"
49333,"星际科技平底锅 - 主手","chara/weapon/w5701/obj/body/b0012/model/w5701b0012.mdl"
49333,"星际科技平底锅 - 副手","chara/weapon/w5722/obj/body/b0001/model/w5722b0001.mdl"
49341,"星际科技平斩 - 主手","chara/weapon/w5441/obj/body/b0001/model/w5441b0001.mdl"
49341,"星际科技平斩 - 副手","chara/weapon/w5481/obj/body/b0001/model/w5481b0001.mdl"
49335,"星际科技手斧","chara/weapon/w7101/obj/body/b0012/model/w7101b0012.mdl"
49339,"星际科技手钳 - 主手","chara/weapon/w5241/obj/body/b0001/model/w5241b0001.mdl"
49339,"星际科技手钳 - 副手","chara/weapon/w5281/obj/body/b0001/model/w5281b0001.mdl"
49326,"星际科技手锯 - 主手","chara/weapon/w5004/obj/body/b0007/model/w5004b0007.mdl"
49326,"星际科技手锯 - 副手","chara/weapon/w5081/obj/body/b0002/model/w5081b0002.mdl"
49327,"星际科技横头锤 - 主手","chara/weapon/w5103/obj/body/b0001/model/w5103b0001.mdl"
49327,"星际科技横头锤 - 副手","chara/weapon/w5181/obj/body/b0002/model/w5181b0002.mdl"
49340,"星际科技砂轮机 - 主手","chara/weapon/w5341/obj/body/b0001/model/w5341b0001.mdl"
49340,"星际科技砂轮机 - 副手","chara/weapon/w5361/obj/body/b0001/model/w5361b0001.mdl"
49343,"星际科技研钵 - 主手","chara/weapon/w5641/obj/body/b0001/model/w5641b0001.mdl"
49343,"星际科技研钵 - 副手","chara/weapon/w5661/obj/body/b0001/model/w5661b0001.mdl"
49345,"星际科技碎石锤","chara/weapon/w7051/obj/body/b0001/model/w7051b0001.mdl"
49342,"星际科技纺车 - 主手","chara/weapon/w5571/obj/body/b0001/model/w5571b0001.mdl"
49342,"星际科技纺车 - 副手","chara/weapon/w5561/obj/body/b0001/model/w5561b0001.mdl"
49331,"星际科技缝针","chara/weapon/w5503/obj/body/b0001/model/w5503b0001.mdl"
49337,"星际科技羊角锤 - 主手","chara/weapon/w5041/obj/body/b0001/model/w5041b0001.mdl"
49337,"星际科技羊角锤 - 副手","chara/weapon/w5081/obj/body/b0001/model/w5081b0001.mdl"
49332,"星际科技蒸馏器 - 主手","chara/weapon/w5603/obj/body/b0008/model/w5603b0008.mdl"
49332,"星际科技蒸馏器 - 副手","chara/weapon/w5682/obj/body/b0001/model/w5682b0001.mdl"
49336,"星际科技钓竿 - 主手","chara/weapon/w7202/obj/body/b0001/model/w7202b0001.mdl"
49336,"星际科技钓竿 - 副手","chara/weapon/w7281/obj/body/b0001/model/w7281b0001.mdl"
49338,"星际科技锉刀 - 主手","chara/weapon/w5141/obj/body/b0001/model/w5141b0001.mdl"
49338,"星际科技锉刀 - 副手","chara/weapon/w5181/obj/body/b0001/model/w5181b0001.mdl"
49334,"星际科技鹤嘴锄","chara/weapon/w7004/obj/body/b0001/model/w7004b0001.mdl"
47930,"星际航员手套","chara/equipment/e6213/model/c0101e6213_glv.mdl"
47929,"星际航员短衣","chara/equipment/e6213/model/c0101e6213_top.mdl"
47931,"星际航员长裤","chara/equipment/e6213/model/c0101e6213_dwn.mdl"
47932,"星际航员长靴","chara/equipment/e6213/model/c0101e6213_sho.mdl"
45057,"春意之幻梦","chara/weapon/w1519/obj/body/b0001/model/w1519b0001.mdl"
21940,"春意皮鞋","chara/equipment/e6058/model/c0101e6058_sho.mdl"
21939,"春意短裤","chara/equipment/e6058/model/c0101e6058_dwn.mdl"
7540,"春意礼服","chara/equipment/e0141/model/c0101e0141_top.mdl"
7542,"春意礼鞋","chara/equipment/e0141/model/c0101e0141_sho.mdl"
7539,"春意草帽","chara/equipment/e0141/model/c0101e0141_met.mdl"
21938,"春意衬衫","chara/equipment/e6058/model/c0101e6058_top.mdl"
7541,"春意长裙","chara/equipment/e0141/model/c0101e0141_dwn.mdl"
2898,"昭武头冠","chara/equipment/e0044/model/c0101e0044_met.mdl"
3683,"昭武手套","chara/equipment/e0044/model/c0101e0044_glv.mdl"
3221,"昭武斗服","chara/equipment/e0044/model/c0101e0044_top.mdl"
3459,"昭武斗裤","chara/equipment/e0044/model/c0101e0044_dwn.mdl"
3890,"昭武斗靴","chara/equipment/e0044/model/c0101e0044_sho.mdl"
21954,"昴星团天仪 - 主手","chara/weapon/w2109/obj/body/b0001/model/w2109b0001.mdl"
21954,"昴星团天仪 - 副手","chara/weapon/w2199/obj/body/b0001/model/w2199b0001.mdl"
21970,"昴星团天仪+1 - 主手","chara/weapon/w2109/obj/body/b0001/model/w2109b0001.mdl"
21970,"昴星团天仪+1 - 副手","chara/weapon/w2199/obj/body/b0001/model/w2199b0001.mdl"
21986,"昴星团天仪+2 - 主手","chara/weapon/w2109/obj/body/b0001/model/w2109b0001.mdl"
21986,"昴星团天仪+2 - 副手","chara/weapon/w2199/obj/body/b0001/model/w2199b0001.mdl"
22002,"昴星团天仪·常风 - 主手","chara/weapon/w2109/obj/body/b0001/model/w2109b0001.mdl"
22002,"昴星团天仪·常风 - 副手","chara/weapon/w2199/obj/body/b0001/model/w2199b0001.mdl"
23138,"昴星团天仪·常风（复制品） - 主手","chara/weapon/w2109/obj/body/b0001/model/w2109b0001.mdl"
23138,"昴星团天仪·常风（复制品） - 副手","chara/weapon/w2199/obj/body/b0001/model/w2199b0001.mdl"
22937,"昴星团天仪·恒冰 - 主手","chara/weapon/w2109/obj/body/b0001/model/w2109b0001.mdl"
22937,"昴星团天仪·恒冰 - 副手","chara/weapon/w2199/obj/body/b0001/model/w2199b0001.mdl"
22953,"昴星团天仪·恒冰+1 - 主手","chara/weapon/w2109/obj/body/b0001/model/w2109b0001.mdl"
22953,"昴星团天仪·恒冰+1 - 副手","chara/weapon/w2199/obj/body/b0001/model/w2199b0001.mdl"
33972,"显灵头冠","chara/equipment/e0683/model/c0101e0683_met.mdl"
33974,"显灵短手套","chara/equipment/e0683/model/c0101e0683_glv.mdl"
33975,"显灵短裙","chara/equipment/e0683/model/c0101e0683_dwn.mdl"
33973,"显灵长袍","chara/equipment/e0683/model/c0101e0683_top.mdl"
33976,"显灵长靴","chara/equipment/e0683/model/c0101e0683_sho.mdl"
3698,"显贵手套","chara/equipment/e0038/model/c0101e0038_glv.mdl"
3475,"显贵打底裤","chara/equipment/e0038/model/c0101e0038_dwn.mdl"
2895,"显贵无檐帽","chara/equipment/e0038/model/c0101e0038_met.mdl"
3215,"显贵短上衣","chara/equipment/e0038/model/c0101e0038_top.mdl"
3918,"显贵高跟鞋","chara/equipment/e0038/model/c0101e0038_sho.mdl"
27382,"晓星 - 主手","chara/weapon/w2601/obj/body/b0021/model/w2601b0021.mdl"
27382,"晓星 - 副手","chara/weapon/w2651/obj/body/b0021/model/w2651b0021.mdl"
27390,"晓星·改 - 主手","chara/weapon/w2601/obj/body/b0021/model/w2601b0021.mdl"
27390,"晓星·改 - 副手","chara/weapon/w2651/obj/body/b0021/model/w2651b0021.mdl"
43360,"晓木坎肩","chara/equipment/e0791/model/c0101e0791_top.mdl"
43361,"晓木工作手套","chara/equipment/e0791/model/c0101e0791_glv.mdl"
43362,"晓木工作裤","chara/equipment/e0791/model/c0101e0791_dwn.mdl"
43348,"晓木手锯 - 主手","chara/weapon/w5004/obj/body/b0007/model/w5004b0007.mdl"
43348,"晓木手锯 - 副手","chara/weapon/w5081/obj/body/b0002/model/w5081b0002.mdl"
43359,"晓木护目镜","chara/equipment/e0791/model/c0101e0791_met.mdl"
43363,"晓木短靴","chara/equipment/e0791/model/c0101e0791_sho.mdl"
43399,"晗矿头灯帽","chara/equipment/e0799/model/c0101e0799_met.mdl"
43401,"晗矿工作手套","chara/equipment/e0799/model/c0101e0799_glv.mdl"
43400,"晗矿工作衬衫","chara/equipment/e0799/model/c0101e0799_top.mdl"
43402,"晗矿工作裤","chara/equipment/e0799/model/c0101e0799_dwn.mdl"
43403,"晗矿工作靴","chara/equipment/e0799/model/c0101e0799_sho.mdl"
43356,"晗矿鹤嘴锄","chara/weapon/w7004/obj/body/b0001/model/w7004b0001.mdl"
43390,"晞炼外套","chara/equipment/e0797/model/c0101e0797_top.mdl"
43391,"晞炼手套腕表","chara/equipment/e0797/model/c0101e0797_glv.mdl"
43393,"晞炼短靴","chara/equipment/e0797/model/c0101e0797_sho.mdl"
43354,"晞炼蒸馏器 - 主手","chara/weapon/w5603/obj/body/b0008/model/w5603b0008.mdl"
43354,"晞炼蒸馏器 - 副手","chara/weapon/w5682/obj/body/b0001/model/w5682b0001.mdl"
43389,"晞炼贝雷帽","chara/equipment/e0797/model/c0101e0797_met.mdl"
43392,"晞炼软甲裤","chara/equipment/e0797/model/c0101e0797_dwn.mdl"
7330,"晨光头冠","chara/equipment/e0153/model/c0101e0153_met.mdl"
7339,"晨光戒指 - 右","chara/accessory/a0003/model/c0101a0003_rir.mdl"
7339,"晨光戒指 - 左","chara/accessory/a0003/model/c0101a0003_ril.mdl"
7332,"晨光手套","chara/equipment/e0153/model/c0101e0153_glv.mdl"
7337,"晨光耳坠","chara/accessory/a0003/model/c0101a0003_ear.mdl"
7336,"晨光腕环","chara/accessory/a0003/model/c0101a0003_wrs.mdl"
7334,"晨光锁甲靴","chara/equipment/e0153/model/c0101e0153_sho.mdl"
7331,"晨光长袍","chara/equipment/e0153/model/c0101e0153_top.mdl"
7338,"晨光项链","chara/accessory/a0003/model/c0101a0003_nek.mdl"
7333,"晨光马裤","chara/equipment/e0153/model/c0101e0153_dwn.mdl"
6098,"晨曦女式夏衣","chara/equipment/e0051/model/c0101e0051_top.mdl"
6099,"晨曦女式夏裤","chara/equipment/e0051/model/c0101e0051_dwn.mdl"
43405,"晨野工作坎肩","chara/equipment/e0800/model/c0101e0800_top.mdl"
43406,"晨野工作手套","chara/equipment/e0800/model/c0101e0800_glv.mdl"
43357,"晨野手斧","chara/weapon/w7101/obj/body/b0012/model/w7101b0012.mdl"
43404,"晨野遮阳帽","chara/equipment/e0800/model/c0101e0800_met.mdl"
43407,"晨野马裤","chara/equipment/e0800/model/c0101e0800_dwn.mdl"
43408,"晨野高筒靴","chara/equipment/e0800/model/c0101e0800_sho.mdl"
46870,"普利修强袭华冠","chara/equipment/e0902/model/c0101e0902_met.mdl"
46873,"普利修强袭打底裤","chara/equipment/e0902/model/c0101e0902_dwn.mdl"
46872,"普利修强袭环带","chara/equipment/e0902/model/c0101e0902_glv.mdl"
46871,"普利修强袭短外套","chara/equipment/e0902/model/c0101e0902_top.mdl"
46874,"普利修强袭筒靴","chara/equipment/e0902/model/c0101e0902_sho.mdl"
20406,"景秀 - 主手","chara/weapon/w2203/obj/body/b0001/model/w2203b0001.mdl"
20406,"景秀 - 副手","chara/weapon/w2251/obj/body/b0004/model/w2251b0004.mdl"
6146,"晶亮苹果","chara/weapon/w9901/obj/body/b0016/model/w9901b0016.mdl"
7358,"智神之书","chara/weapon/w1717/obj/body/b0001/model/w1717b0001.mdl"
15212,"智者大弓 - 主手","chara/weapon/w0614/obj/body/b0001/model/w0614b0001.mdl"
15212,"智者大弓 - 副手","chara/weapon/w0698/obj/body/b0047/model/w0698b0047.mdl"
36160,"智辩围裙裤","chara/equipment/e6134/model/c0101e6134_dwn.mdl"
36161,"智辩系带鞋","chara/equipment/e6134/model/c0101e6134_sho.mdl"
35852,"智辩长袍","chara/equipment/e6134/model/c0101e6134_top.mdl"
25224,"暗影使者","chara/weapon/w1501/obj/body/b0074/model/w1501b0074.mdl"
33455,"暗影利锋头盔","chara/equipment/e0740/model/c0101e0740_met.mdl"
33456,"暗影利锋战甲","chara/equipment/e0740/model/c0101e0740_top.mdl"
33457,"暗影利锋手铠","chara/equipment/e0740/model/c0101e0740_glv.mdl"
33459,"暗影利锋铠靴","chara/equipment/e0740/model/c0101e0740_sho.mdl"
33458,"暗影利锋马裤","chara/equipment/e0740/model/c0101e0740_dwn.mdl"
1927,"暗影战弓 - 主手","chara/weapon/w0601/obj/body/b0020/model/w0601b0020.mdl"
1927,"暗影战弓 - 副手","chara/weapon/w0698/obj/body/b0017/model/w0698b0017.mdl"
33445,"暗影猎人头盔","chara/equipment/e0740/model/c0101e0740_met.mdl"
33446,"暗影猎人战甲","chara/equipment/e0740/model/c0101e0740_top.mdl"
33447,"暗影猎人手铠","chara/equipment/e0740/model/c0101e0740_glv.mdl"
33449,"暗影猎人铠靴","chara/equipment/e0740/model/c0101e0740_sho.mdl"
33448,"暗影猎人马裤","chara/equipment/e0740/model/c0101e0740_dwn.mdl"
39624,"暗影的约定之锤","chara/weapon/w1501/obj/body/b0124/model/w1501b0124.mdl"
42676,"暗杀者兜帽","chara/equipment/e0790/model/c0101e0790_met.mdl"
42678,"暗杀者半指手套","chara/equipment/e0790/model/c0101e0790_glv.mdl"
42677,"暗杀者外套","chara/equipment/e0790/model/c0101e0790_top.mdl"
42680,"暗杀者胫甲","chara/equipment/e0790/model/c0101e0790_sho.mdl"
42679,"暗杀者衬裤","chara/equipment/e0790/model/c0101e0790_dwn.mdl"
10636,"暗栗木法杖","chara/weapon/w0802/obj/body/b0004/model/w0802b0004.mdl"
11936,"暗栗木纺车 - 主手","chara/weapon/w5571/obj/body/b0001/model/w5571b0001.mdl"
11936,"暗栗木纺车 - 副手","chara/weapon/w5561/obj/body/b0001/model/w5561b0001.mdl"
11912,"暗栗木钓竿","chara/weapon/w7201/obj/body/b0004/model/w7201b0004.mdl"
10612,"暗栗木长弓 - 主手","chara/weapon/w0601/obj/body/b0037/model/w0601b0037.mdl"
10612,"暗栗木长弓 - 副手","chara/weapon/w0698/obj/body/b0001/model/w0698b0001.mdl"
3494,"暗耀三角裤","chara/equipment/e0008/model/c0101e0008_dwn.mdl"
6275,"暗耀假面太阳","chara/weapon/w0801/obj/body/b0003/model/w0801b0003.mdl"
4179,"暗耀制敌手镯","chara/accessory/a0002/model/c0101a0002_wrs.mdl"
4524,"暗耀制敌指环 - 右","chara/accessory/a0002/model/c0101a0002_rir.mdl"
4524,"暗耀制敌指环 - 左","chara/accessory/a0002/model/c0101a0002_ril.mdl"
4282,"暗耀制敌耳坠","chara/accessory/a0002/model/c0101a0002_ear.mdl"
4386,"暗耀制敌项环","chara/accessory/a0002/model/c0101a0002_nek.mdl"
3721,"暗耀咏咒手套","chara/equipment/e0066/model/c0101e0066_glv.mdl"
4180,"暗耀咏咒手镯","chara/accessory/a0002/model/c0101a0002_wrs.mdl"
4525,"暗耀咏咒指环 - 右","chara/accessory/a0002/model/c0101a0002_rir.mdl"
4525,"暗耀咏咒指环 - 左","chara/accessory/a0002/model/c0101a0002_ril.mdl"
4283,"暗耀咏咒耳坠","chara/accessory/a0002/model/c0101a0002_ear.mdl"
3254,"暗耀咏咒长袍","chara/equipment/e0066/model/c0101e0066_top.mdl"
3941,"暗耀咏咒长靴","chara/equipment/e0066/model/c0101e0066_sho.mdl"
4387,"暗耀咏咒项环","chara/accessory/a0002/model/c0101a0002_nek.mdl"
6274,"暗耀复合弓 - 主手","chara/weapon/w0601/obj/body/b0004/model/w0601b0004.mdl"
6274,"暗耀复合弓 - 副手","chara/weapon/w0698/obj/body/b0001/model/w0698b0001.mdl"
10537,"暗耀天星盘 - 主手","chara/weapon/w2101/obj/body/b0017/model/w2101b0017.mdl"
10537,"暗耀天星盘 - 副手","chara/weapon/w2199/obj/body/b0001/model/w2199b0001.mdl"
2935,"暗耀头盔","chara/equipment/e0064/model/c0101e0064_met.mdl"
10413,"暗耀巨剑","chara/weapon/w1501/obj/body/b0001/model/w1501b0001.mdl"
3939,"暗耀强袭战靴","chara/equipment/e0065/model/c0101e0065_sho.mdl"
3719,"暗耀强袭手套","chara/equipment/e0065/model/c0101e0065_glv.mdl"
4175,"暗耀强袭手镯","chara/accessory/a0002/model/c0101a0002_wrs.mdl"
3252,"暗耀强袭护甲","chara/equipment/e0065/model/c0101e0065_top.mdl"
4520,"暗耀强袭指环 - 右","chara/accessory/a0002/model/c0101a0002_rir.mdl"
4520,"暗耀强袭指环 - 左","chara/accessory/a0002/model/c0101a0002_ril.mdl"
2936,"暗耀强袭眼罩","chara/equipment/e0065/model/c0101e0065_met.mdl"
4278,"暗耀强袭耳坠","chara/accessory/a0002/model/c0101a0002_ear.mdl"
4382,"暗耀强袭项环","chara/accessory/a0002/model/c0101a0002_nek.mdl"
4178,"暗耀御敌手镯","chara/accessory/a0002/model/c0101a0002_wrs.mdl"
4523,"暗耀御敌指环 - 右","chara/accessory/a0002/model/c0101a0002_rir.mdl"
4523,"暗耀御敌指环 - 左","chara/accessory/a0002/model/c0101a0002_ril.mdl"
4281,"暗耀御敌耳坠","chara/accessory/a0002/model/c0101a0002_ear.mdl"
4385,"暗耀御敌项环","chara/accessory/a0002/model/c0101a0002_nek.mdl"
3718,"暗耀手铠","chara/equipment/e0064/model/c0101e0064_glv.mdl"
6278,"暗耀方盾","chara/weapon/w0101/obj/body/b0007/model/w0101b0007.mdl"
10475,"暗耀明火枪 - 主手","chara/weapon/w2001/obj/body/b0012/model/w2001b0012.mdl"
10475,"暗耀明火枪 - 副手","chara/weapon/w2099/obj/body/b0001/model/w2099b0001.mdl"
3722,"暗耀治愈手套","chara/equipment/e0066/model/c0101e0066_glv.mdl"
4177,"暗耀治愈手镯","chara/accessory/a0002/model/c0101a0002_wrs.mdl"
4522,"暗耀治愈指环 - 右","chara/accessory/a0002/model/c0101a0002_rir.mdl"
4522,"暗耀治愈指环 - 左","chara/accessory/a0002/model/c0101a0002_ril.mdl"
4280,"暗耀治愈耳坠","chara/accessory/a0002/model/c0101a0002_ear.mdl"
3255,"暗耀治愈长袍","chara/equipment/e0066/model/c0101e0066_top.mdl"
3942,"暗耀治愈长靴","chara/equipment/e0066/model/c0101e0066_sho.mdl"
4384,"暗耀治愈项环","chara/accessory/a0002/model/c0101a0002_nek.mdl"
3497,"暗耀治愈马裤","chara/equipment/e0066/model/c0101e0066_dwn.mdl"
6273,"暗耀渔枪","chara/weapon/w0501/obj/body/b0001/model/w0501b0001.mdl"
9220,"暗耀短刀 - 主手","chara/weapon/w1801/obj/body/b0032/model/w1801b0032.mdl"
9220,"暗耀短刀 - 副手","chara/weapon/w1851/obj/body/b0032/model/w1851b0032.mdl"
6270,"暗耀石刃棒","chara/weapon/w0201/obj/body/b0005/model/w0201b0005.mdl"
3940,"暗耀精准战靴","chara/equipment/e0065/model/c0101e0065_sho.mdl"
3720,"暗耀精准手套","chara/equipment/e0065/model/c0101e0065_glv.mdl"
4176,"暗耀精准手镯","chara/accessory/a0002/model/c0101a0002_wrs.mdl"
3253,"暗耀精准护甲","chara/equipment/e0065/model/c0101e0065_top.mdl"
4521,"暗耀精准指环 - 右","chara/accessory/a0002/model/c0101a0002_rir.mdl"
4521,"暗耀精准指环 - 左","chara/accessory/a0002/model/c0101a0002_ril.mdl"
2937,"暗耀精准眼罩","chara/equipment/e0065/model/c0101e0065_met.mdl"
4279,"暗耀精准耳坠","chara/accessory/a0002/model/c0101a0002_ear.mdl"
4383,"暗耀精准项环","chara/accessory/a0002/model/c0101a0002_nek.mdl"
3251,"暗耀胸甲","chara/equipment/e0064/model/c0101e0064_top.mdl"
3495,"暗耀腿套","chara/equipment/e0009/model/c0101e0009_dwn.mdl"
6271,"暗耀虎爪 - 主手","chara/weapon/w0301/obj/body/b0004/model/w0301b0004.mdl"
6271,"暗耀虎爪 - 副手","chara/weapon/w0351/obj/body/b0004/model/w0351b0004.mdl"
3493,"暗耀软甲裤","chara/equipment/e0003/model/c0101e0003_dwn.mdl"
3717,"暗耀重手铠","chara/equipment/e0047/model/c0101e0047_glv.mdl"
3250,"暗耀重甲","chara/equipment/e0047/model/c0101e0047_top.mdl"
3492,"暗耀重足铠","chara/equipment/e0047/model/c0101e0047_dwn.mdl"
6272,"暗耀钩斧","chara/weapon/w0401/obj/body/b0005/model/w0401b0005.mdl"
3938,"暗耀锁甲靴","chara/equipment/e0064/model/c0101e0064_sho.mdl"
6276,"暗耀长杖","chara/weapon/w1001/obj/body/b0001/model/w1001b0001.mdl"
3496,"暗耀马裤","chara/equipment/e0066/model/c0101e0066_dwn.mdl"
2188,"暗耀魔导书","chara/weapon/w1708/obj/body/b0001/model/w1708b0001.mdl"
6277,"暗耀鸢盾","chara/weapon/w0101/obj/body/b0003/model/w0101b0003.mdl"
14928,"暗长颈驼革手套","chara/equipment/e0357/model/c0101e0357_glv.mdl"
17349,"暗魔制敌头冠","chara/equipment/e0419/model/c0101e0419_met.mdl"
17350,"暗魔制敌战铠","chara/equipment/e0419/model/c0101e0419_top.mdl"
17351,"暗魔制敌手铠","chara/equipment/e0419/model/c0101e0419_glv.mdl"
17352,"暗魔制敌打底裤","chara/equipment/e0418/model/c0101e0418_dwn.mdl"
17353,"暗魔制敌铠靴","chara/equipment/e0418/model/c0101e0418_sho.mdl"
17381,"暗魔咏咒半指手套","chara/equipment/e0421/model/c0101e0421_glv.mdl"
17379,"暗魔咏咒宽边帽","chara/equipment/e0421/model/c0101e0421_met.mdl"
17382,"暗魔咏咒打底裤","chara/equipment/e0421/model/c0101e0421_dwn.mdl"
17380,"暗魔咏咒长衣","chara/equipment/e0421/model/c0101e0421_top.mdl"
17383,"暗魔咏咒长靴","chara/equipment/e0421/model/c0101e0421_sho.mdl"
17355,"暗魔强袭包头巾","chara/equipment/e0420/model/c0101e0420_met.mdl"
17356,"暗魔强袭外套","chara/equipment/e0420/model/c0101e0420_top.mdl"
17357,"暗魔强袭手套","chara/equipment/e0420/model/c0101e0420_glv.mdl"
17358,"暗魔强袭打底裤","chara/equipment/e0420/model/c0101e0420_dwn.mdl"
17359,"暗魔强袭长靴","chara/equipment/e0420/model/c0101e0420_sho.mdl"
17343,"暗魔御敌头盔","chara/equipment/e0418/model/c0101e0418_met.mdl"
17344,"暗魔御敌战铠","chara/equipment/e0418/model/c0101e0418_top.mdl"
17345,"暗魔御敌手铠","chara/equipment/e0418/model/c0101e0418_glv.mdl"
17346,"暗魔御敌打底裤","chara/equipment/e0418/model/c0101e0418_dwn.mdl"
17347,"暗魔御敌铠靴","chara/equipment/e0418/model/c0101e0418_sho.mdl"
17373,"暗魔治愈礼帽","chara/equipment/e0422/model/c0101e0422_met.mdl"
17375,"暗魔治愈礼服手套","chara/equipment/e0422/model/c0101e0422_glv.mdl"
17376,"暗魔治愈软甲裤","chara/equipment/e0422/model/c0101e0422_dwn.mdl"
17374,"暗魔治愈长衣","chara/equipment/e0422/model/c0101e0422_top.mdl"
17377,"暗魔治愈长靴","chara/equipment/e0422/model/c0101e0422_sho.mdl"
17367,"暗魔游击包头巾","chara/equipment/e0420/model/c0101e0420_met.mdl"
17368,"暗魔游击外套","chara/equipment/e0420/model/c0101e0420_top.mdl"
17369,"暗魔游击手套","chara/equipment/e0420/model/c0101e0420_glv.mdl"
17370,"暗魔游击打底裤","chara/equipment/e0420/model/c0101e0420_dwn.mdl"
17371,"暗魔游击高筒靴","chara/equipment/e0420/model/c0101e0420_sho.mdl"
17363,"暗魔精准半指手套","chara/equipment/e0421/model/c0101e0421_glv.mdl"
17361,"暗魔精准宽边帽","chara/equipment/e0421/model/c0101e0421_met.mdl"
17364,"暗魔精准打底裤","chara/equipment/e0421/model/c0101e0421_dwn.mdl"
17365,"暗魔精准筒靴","chara/equipment/e0421/model/c0101e0421_sho.mdl"
17362,"暗魔精准长衣","chara/equipment/e0421/model/c0101e0421_top.mdl"
16093,"暗黑之手","chara/equipment/e0393/model/c0101e0393_glv.mdl"
17191,"暗黑之手【钢】","chara/equipment/e0393/model/c0101e0393_glv.mdl"
16092,"暗黑之胴","chara/equipment/e0393/model/c0101e0393_top.mdl"
17190,"暗黑之胴【钢】","chara/equipment/e0393/model/c0101e0393_top.mdl"
16094,"暗黑之腿","chara/equipment/e0393/model/c0101e0393_dwn.mdl"
17192,"暗黑之腿【钢】","chara/equipment/e0393/model/c0101e0393_dwn.mdl"
16095,"暗黑之足","chara/equipment/e0393/model/c0101e0393_sho.mdl"
17193,"暗黑之足【钢】","chara/equipment/e0393/model/c0101e0393_sho.mdl"
16091,"暗黑之面","chara/equipment/e0393/model/c0101e0393_met.mdl"
17189,"暗黑之面【钢】","chara/equipment/e0393/model/c0101e0393_met.mdl"
16069,"暗黑斩","chara/weapon/w0401/obj/body/b0067/model/w0401b0067.mdl"
17167,"暗黑斩【钢】","chara/weapon/w0401/obj/body/b0067/model/w0401b0067.mdl"
2809,"暗黑蛋壳帽","chara/equipment/e0055/model/c0101e0055_met.mdl"
4405,"暗黑蛋戒指 - 右","chara/accessory/a0012/model/c0101a0012_rir.mdl"
4405,"暗黑蛋戒指 - 左","chara/accessory/a0012/model/c0101a0012_ril.mdl"
10068,"暗黑蛋耳坠","chara/accessory/a0011/model/c0101a0011_ear.mdl"
33962,"暗龙战盔","chara/equipment/e0681/model/c0101e0681_met.mdl"
33963,"暗龙战铠","chara/equipment/e0681/model/c0101e0681_top.mdl"
33964,"暗龙手铠","chara/equipment/e0681/model/c0101e0681_glv.mdl"
33966,"暗龙胫甲","chara/equipment/e0681/model/c0101e0681_sho.mdl"
33965,"暗龙软甲裤","chara/equipment/e0681/model/c0101e0681_dwn.mdl"
7310,"暮光兜帽","chara/equipment/e0151/model/c0101e0151_met.mdl"
7314,"暮光尖头靴","chara/equipment/e0151/model/c0101e0151_sho.mdl"
7319,"暮光戒指 - 右","chara/accessory/a0001/model/c0101a0001_rir.mdl"
7319,"暮光戒指 - 左","chara/accessory/a0001/model/c0101a0001_ril.mdl"
7312,"暮光手甲","chara/equipment/e0151/model/c0101e0151_glv.mdl"
7316,"暮光手链","chara/accessory/a0001/model/c0101a0001_wrs.mdl"
7311,"暮光短袖罩衣","chara/equipment/e0151/model/c0101e0151_top.mdl"
7317,"暮光耳环","chara/accessory/a0001/model/c0101a0001_ear.mdl"
7313,"暮光衬裤","chara/equipment/e0151/model/c0101e0151_dwn.mdl"
7318,"暮光项环","chara/accessory/a0001/model/c0101a0001_nek.mdl"
19837,"暮晖牛肉汤","chara/weapon/w9901/obj/body/b0012/model/w9901b0012.mdl"
20417,"暴冰刺剑 - 主手","chara/weapon/w2301/obj/body/b0016/model/w2301b0016.mdl"
20417,"暴冰刺剑 - 副手","chara/weapon/w2351/obj/body/b0012/model/w2351b0012.mdl"
14346,"暴冰咏咒手套","chara/equipment/e0355/model/c0101e0355_glv.mdl"
14360,"暴冰咏咒打底裤","chara/equipment/e0355/model/c0101e0355_dwn.mdl"
